"Timestamp","Bangla Comments","Result"
"2018/07/15 7:47:10 PM GMT+6","দুর্দান্ত খেলছে টাইগারেরা। আর মাত্র চারটি উইকেট চাই। তাহলেই টেস্ট বিজয় শুধু সময়ের অপেক্ষা।","প্রশংসা"
"2018/07/15 7:47:30 PM GMT+6","এদিকে টাইগারদের বোলিংয়ে ছিন্নভিন্ন ওয়েস্ট ইন্ডিজ আর ওদিকে ইংল্যান্ডের বিরুদ্ধে ইন্ডিয়ার দুর্দশার শেষ নাই। প্রায় ১০০ রানে হারার পথে ইন্ডিয়া। এইজন্যই বলে সুসময় এক আসে না।","প্রশংসা"
"2018/07/15 7:48:14 PM GMT+6","এ প্রসঙ্গে আরেকটি কথা বলতে চাই যে নতুন কোচ আসার পরে আবার ভাল ফর্মে ফায়ার আসছে টাইগারেরা। দ্বিতীয় ইনিংসে এর মধ্যেই ওয়েস্ট ইন্ডিজের ৫ উইকেট নাই। ওয়ালশের আবিষ্কার হল আবু জায়েদ। এই টেস্টে তাকে সাপোর্ট দেওয়ার মত আর কোনও পেসার নাই কিন্তু সে একাই কাঁপিয়ে দিচ্ছে।","প্রশংসা"
"2018/07/15 7:49:29 PM GMT+6","ম্যানেজমেন্টে দুর্বলতা ?! প্রেসিডেন্টের পোলা, আশি টাকা তোলা। কোথাকার বৈরাগী খালেদ মাসুদ আর বুলবুলের সাহস হয় কিভাবে নীল রক্তের দেবতাদের নাম উচ্চারণ করার।","সমালোোচনা"
"2018/07/15 7:49:54 PM GMT+6","বাংলার বাঘদের উচিত শুধুমাত্র দেশের মাটিতে জিম্বাবুয়ে  এর সাথে খেলা, নতুবা দিন দিন তাদের আসল রূপটি বিশ্বের কাছে উম্মোচিত হয়ে যাবে","সমালোোচনা"
"2018/07/15 7:51:56 PM GMT+6","শুভেচ্ছা! আশা করি বিশ্বকাপেও এই রকম ভালো খেলা খেলে যাবে আমাদের বোনেরা।","প্রশংসা"
"2018/07/15 7:52:12 PM GMT+6","অভিনন্দন মেয়েদের।","প্রশংসা"
"2018/07/15 7:52:39 PM GMT+6","সাবাস বাঘিনীরা! তোমরা বারবার প্রমাণ করছ যে তোমরাই পৃথিবীর সেরা|","প্রশংসা"
"2018/07/15 7:53:35 PM GMT+6","অভিনন্দন বাঘিনী দের।","প্রশংসা"
"2018/07/15 7:54:59 PM GMT+6","মাশরাফিকে টেস্টে না ফেরানোটা অন্যায়। আমাদের পেসাররা একদিনের চেয়েও কম বল করে পাঁচদিন  শেষ করে, মাশরাফির দারুন কিছু বোলিং পরিবর্তনের  সিদ্ধান্ত বরং প্রতিপক্ষকে রান পাহাড়ে চড়তে দেবেনা।","প্রশংসা"
"2018/07/15 7:55:14 PM GMT+6","লাভ নাই। সম্ভবত ইনিংস ব্যবধানেই হারতে যাচ্ছে।","দু:খদায়ক"
"2018/07/15 7:55:39 PM GMT+6","ওইন্ডিজ ওপেনার ক্রেইগ এর কাছ থেকে বাংলাদেশের ক্রিকেটাররা কিছু শিখতে পারে। ১৯২ বলে তার রান ছিলো ৭৩,স্ট্রাইক রাইট ৩৭ এর কিছু উপরে।","সমালোোচনা"
"2018/07/15 7:56:02 PM GMT+6","দারুন খেলছে টাইগারেরা| প্রথমার্ধেই একের পর এক আঘাত হেনেছে| তাদের বোলিং-এর তোপে হাঁসফাঁস করছে ওয়েস্ট ইন্ডিজ| টসে জিতে এই সজীব উইকেটে ফিল্ডিং নেওয়া খুবই ভাল সিদ্ধান্ত| এরপরে যখন টাইগারেরা ব্যাট করতে আসবে তখন উইকেটে বেশি বাউন্স থাকবে না অর্থাৎ উইকেট হয়ে উঠবে ব্যাটিং সহায়ক|","প্রশংসা"
"2018/07/15 7:56:40 PM GMT+6","২য় দিন আরও ভাল কেটেছে। কারণ উইন্ডিজ সফরে বাংলাদেশের ব্যাটিং সবচেয়ে ভাল হয়েছে গত কালের ১ম ইনিংসে।","প্রশংসা"
"2018/07/15 8:04:29 PM GMT+6","অস্ট্রেলিয়ার ক্রিকেট দলের টুপিকে আদর করে বলা হয় ব্যাগি গ্রিন (baggy green )। তাই বাংলাদেশের টুপির জন্য নিজস্ব নাম না ভেবে, অন্যদের নাম ব্যবহার করাটা হাস্যকর।  আরেকটা কথা: 'ব্যাগি' মানে loose... আলগা... কারণ অস্ট্রেলিয়ানদের টুপিটা সত্যি লুজ, বাংলাদেশের টুপিটা অনেক টাইট ...এখানে ব্যাগি বলাটা ভুল।","সমালোোচনা"
"2018/07/15 8:05:36 PM GMT+6","বিশ্বের বিধ্বংসী ওপেনর তামিম, বিশ্ব সেরা অলরাওন্ডার সাকিব, ব্রডম্যান মুমিনুল, অভিজ্ঞ মুসফিক ও একঝাক তারকা সমৃদ্ধ টাইগার বাহীনির সামনে মাত্র 149 রানই দিতে পেরেছে ওয়েস্ট ইন্ডিজের বোলাররা","প্রশংসা"
"2018/07/15 8:05:49 PM GMT+6","টাইগার হুঙ্কারে কাপছে বিশ্ব","প্রশংসা"
"2018/07/15 8:06:03 PM GMT+6","টাইগারদের গর্জন শুনল বিশ্ববাসী","প্রশংসা"
"2018/07/15 8:06:23 PM GMT+6","মিরাজ ঘুর্ণিতে কুপোকাত","প্রশংসা"
"2018/07/15 8:06:52 PM GMT+6","টাইগারদের থাবায় ক্ষত বিক্ষত ওয়েষ্ট ইন্ডিজ","প্রশংসা"
"2018/07/15 8:07:10 PM GMT+6","বিশ্বের বিধ্বংসী ওপেনর তামিম, বিশ্ব সেরা অলরাওন্ডার সাকিব, ব্রডম্যান মুমিনুল, অভিজ্ঞ মুসফিক ও একঝাক তারকা সমৃদ্ধ টাইগার বাহীনির সামনে মাত্র 149 রানই দিতে পেরেছে ওয়েস্ট ইন্ডিজের বোলাররা, ........... টাইগারদের গর্জন শুনল বিশ্ববাসী, (2) টাইগার হুঙ্কারে কাপছে বিশ্ব, (3) টাইগারদের থাবায় ক্ষত বিক্ষত ওয়েষ্ট ইন্ডিজ,  (4) মিরাজ ঘুর্ণিতে কুপোকাত,  এই সমস্ত হেডিং গুলি আর দেখা যায়না","দু:খদায়ক"
